domain,name,type,common_rank,first_rank_total,first_total_births,first_male_births,first_female_births,first_recent_2020_births,first_first_year,first_last_year,first_peak_year,first_peak_year_births,first_best_sex,surname_rank_2010,surname_count_2010,surname_prop100k_2010,rdap_status,checked_at_utc
dashawna.com,dashawna,first,17420,17420,483,0,483,0,1977,2019,1997,29,F,,,,available,2026-05-30T06:09:37.115Z
gerldine.com,gerldine,first,17422,17422,483,0,483,0,1915,1969,1933,23,F,,,,available,2026-05-30T06:09:37.115Z
jameisha.com,jameisha,first,17449,17449,482,0,482,0,1982,2010,1996,42,F,,,,available,2026-05-30T06:09:37.115Z
demiyah.com,demiyah,first,17495,17495,480,0,480,36,2002,2020,2012,41,F,,,,available,2026-05-30T06:09:37.115Z
janyiah.com,janyiah,first,17518,17518,479,0,479,13,1999,2020,2009,42,F,,,,available,2026-05-30T06:09:37.115Z
jaceyon.com,jaceyon,first,17559,17559,477,477,0,38,2013,2020,2014,103,M,,,,available,2026-05-30T06:09:37.115Z
javarious.com,javarious,first,17580,17580,476,476,0,5,1989,2020,2008,30,M,,,,available,2026-05-30T06:09:37.115Z
madilynne.com,madilynne,first,17587,17587,476,0,476,16,1997,2020,2009,37,F,,,,available,2026-05-30T06:09:37.115Z
travonte.com,travonte,first,17593,17593,476,476,0,9,1987,2020,1996,39,M,,,,available,2026-05-30T06:09:37.115Z
trenise.com,trenise,first,17611,17611,475,0,475,0,1962,2014,1973,18,F,,,,available,2026-05-30T06:09:37.115Z
monigue.com,monigue,first,17622,17622,474,0,474,0,1960,1991,1970,28,F,,,,available,2026-05-30T06:09:37.115Z
tajanae.com,tajanae,first,17624,17624,474,0,474,0,1990,2017,2001,51,F,,,,available,2026-05-30T06:09:37.115Z
aleiyah.com,aleiyah,first,17625,17625,473,0,473,28,1994,2020,2019,35,F,,,,available,2026-05-30T06:09:37.115Z
shantrice.com,shantrice,first,17651,17651,473,0,473,0,1971,2008,1993,34,F,,,,available,2026-05-30T06:09:37.115Z
cloteal.com,cloteal,first,17674,17674,471,0,471,0,1911,1960,1919,22,F,,,,available,2026-05-30T06:09:37.115Z
davionna.com,davionna,first,17676,17676,471,0,471,0,1992,2019,2003,33,F,,,,available,2026-05-30T06:09:37.115Z
kaleyah.com,kaleyah,first,17682,17682,471,0,471,27,1997,2020,2011,32,F,,,,available,2026-05-30T06:09:37.115Z
marquesha.com,marquesha,first,17685,17685,471,0,471,0,1980,2008,1993,44,F,,,,available,2026-05-30T06:09:37.115Z
joanthan.com,joanthan,first,17699,17699,470,470,0,0,1964,1995,1986,39,M,,,,available,2026-05-30T06:09:37.115Z
gearldean.com,gearldean,first,17717,17717,469,0,469,0,1918,1957,1928,21,F,,,,available,2026-05-30T06:09:37.115Z
issaiah.com,issaiah,first,17723,17723,469,469,0,0,1990,2019,2002,29,M,,,,available,2026-05-30T06:09:37.115Z
jacorian.com,jacorian,first,17739,17739,468,468,0,9,1990,2020,2008,35,M,,,,available,2026-05-30T06:09:37.115Z
tyliyah.com,tyliyah,first,17752,17752,468,0,468,12,1996,2020,2002,46,F,,,,available,2026-05-30T06:09:37.115Z
trayvion.com,trayvion,first,17814,17814,465,465,0,11,1990,2020,2006,25,M,,,,available,2026-05-30T06:09:37.115Z
johnisha.com,johnisha,first,17829,17829,464,0,464,0,1978,2006,1993,43,F,,,,available,2026-05-30T06:09:37.115Z
latresha.com,latresha,first,17832,17832,464,0,464,0,1968,1996,1980,35,F,,,,available,2026-05-30T06:09:37.115Z
nykeria.com,nykeria,first,17887,17887,462,0,462,0,1994,2018,2003,40,F,,,,available,2026-05-30T06:09:37.115Z
shaquetta.com,shaquetta,first,17890,17890,462,0,462,0,1974,1998,1990,42,F,,,,available,2026-05-30T06:09:37.115Z
tiaira.com,tiaira,first,17905,17905,461,0,461,0,1979,2012,1995,43,F,,,,available,2026-05-30T06:09:37.115Z
jakhia.com,jakhia,first,17934,17934,459,0,459,0,2002,2018,2003,50,F,,,,available,2026-05-30T06:09:37.115Z
amarianna.com,amarianna,first,17970,17970,457,0,457,18,1999,2020,2019,37,F,,,,available,2026-05-30T06:09:37.115Z
rylinn.com,rylinn,first,17983,17983,457,0,457,20,2003,2020,2010,48,F,,,,available,2026-05-30T06:09:37.115Z
ileene.com,ileene,first,17993,17993,456,0,456,0,1913,2018,1920,22,F,,,,available,2026-05-30T06:09:37.115Z
aamiyah.com,aamiyah,first,18004,18004,455,0,455,25,2001,2020,2011,33,F,,,,available,2026-05-30T06:09:37.115Z
gaberial.com,gaberial,first,18058,18058,453,437,16,0,1973,2016,2006,30,M,,,,available,2026-05-30T06:09:37.115Z
kaneshia.com,kaneshia,first,18082,18082,452,0,452,0,1973,1999,1990,80,F,,,,available,2026-05-30T06:09:37.115Z
kynnedy.com,kynnedy,first,18085,18085,452,0,452,12,1998,2020,2007,52,F,,,,available,2026-05-30T06:09:37.115Z
lasonja.com,lasonja,first,18087,18087,452,0,452,0,1961,1995,1970,32,F,,,,available,2026-05-30T06:09:37.115Z
abbygayle.com,abbygayle,first,18097,18097,451,0,451,0,1995,2019,2005,39,F,,,,available,2026-05-30T06:09:37.115Z
yomaira.com,yomaira,first,18123,18123,451,0,451,0,1978,2013,1986,74,F,,,,available,2026-05-30T06:09:37.115Z
marquies.com,marquies,first,18135,18135,450,450,0,0,1973,2017,1997,22,M,,,,available,2026-05-30T06:09:37.115Z
teyonna.com,teyonna,first,18143,18143,450,0,450,0,1981,2019,1992,20,F,,,,available,2026-05-30T06:09:37.115Z
jalaysia.com,jalaysia,first,18153,18153,449,0,449,20,1998,2020,2015,28,F,,,,available,2026-05-30T06:09:37.115Z
malissie.com,malissie,first,18159,18159,449,0,449,0,1881,1971,1915,17,F,,,,available,2026-05-30T06:09:37.115Z
tanijah.com,tanijah,first,18194,18194,448,0,448,0,1995,2018,2004,46,F,,,,available,2026-05-30T06:09:37.115Z
cledith.com,cledith,first,18204,18204,447,207,240,0,1913,1966,1915,20,F,,,,available,2026-05-30T06:09:37.115Z
briaunna.com,briaunna,first,18228,18228,446,0,446,0,1988,2013,1994,33,F,,,,available,2026-05-30T06:09:37.115Z
lateesha.com,lateesha,first,18242,18242,446,0,446,0,1972,2003,1984,26,F,,,,available,2026-05-30T06:09:37.115Z
donnisha.com,donnisha,first,18260,18260,445,0,445,0,1975,2008,1989,29,F,,,,available,2026-05-30T06:09:37.115Z
jhovany.com,jhovany,first,18268,18268,445,445,0,7,1988,2020,2006,29,M,,,,available,2026-05-30T06:09:37.115Z
alegandro.com,alegandro,first,18287,18287,444,444,0,0,1931,2011,1981,20,M,,,,available,2026-05-30T06:09:37.115Z
jericka.com,jericka,first,18348,18348,441,0,441,0,1983,2016,1989,39,F,,,,available,2026-05-30T06:09:37.115Z
laderrick.com,laderrick,first,18352,18352,441,441,0,0,1971,2017,1995,25,M,,,,available,2026-05-30T06:09:37.115Z
shanyah.com,shanyah,first,18358,18358,441,0,441,0,1996,2019,2004,38,F,,,,available,2026-05-30T06:09:37.115Z
jacquan.com,jacquan,first,18372,18372,440,440,0,0,1980,2014,1993,34,M,,,,available,2026-05-30T06:09:37.115Z
jaquavion.com,jaquavion,first,18373,18373,440,440,0,7,1996,2020,2008,43,M,,,,available,2026-05-30T06:09:37.115Z
aaliyha.com,aaliyha,first,18411,18411,438,0,438,0,1994,2018,2002,39,F,,,,available,2026-05-30T06:09:37.115Z
deaundra.com,deaundra,first,18417,18417,438,120,318,0,1970,2009,1992,23,F,,,,available,2026-05-30T06:09:37.115Z
annslee.com,annslee,first,18466,18466,436,0,436,18,1998,2020,2014,34,F,,,,available,2026-05-30T06:09:37.115Z
aubreanna.com,aubreanna,first,18495,18495,435,0,435,15,1991,2020,2012,32,F,,,,available,2026-05-30T06:09:37.115Z
breianna.com,breianna,first,18496,18496,435,0,435,0,1979,2012,1995,32,F,,,,available,2026-05-30T06:09:37.115Z
darnetta.com,darnetta,first,18550,18550,433,0,433,0,1948,1996,1963,18,F,,,,available,2026-05-30T06:09:37.115Z
grabiela.com,grabiela,first,18555,18555,433,0,433,0,1920,2010,1994,24,F,,,,available,2026-05-30T06:09:37.115Z
laquasha.com,laquasha,first,18560,18560,433,0,433,0,1977,2003,1993,40,F,,,,available,2026-05-30T06:09:37.115Z
breelynn.com,breelynn,first,18579,18579,432,0,432,28,1998,2020,2015,45,F,,,,available,2026-05-30T06:09:37.115Z
jousha.com,jousha,first,18589,18589,432,432,0,0,1975,2009,1985,32,M,,,,available,2026-05-30T06:09:37.115Z
laquandra.com,laquandra,first,18591,18591,432,0,432,0,1972,2001,1990,30,F,,,,available,2026-05-30T06:09:37.115Z
tashayla.com,tashayla,first,18606,18606,432,0,432,0,1985,2013,1999,25,F,,,,available,2026-05-30T06:09:37.115Z
teneisha.com,teneisha,first,18668,18668,430,0,430,0,1973,2004,1980,30,F,,,,available,2026-05-30T06:09:37.115Z
iyannah.com,iyannah,first,18682,18682,429,0,429,9,1995,2020,2009,34,F,,,,available,2026-05-30T06:09:37.115Z
lashonna.com,lashonna,first,18689,18689,429,0,429,0,1967,2005,1979,29,F,,,,available,2026-05-30T06:09:37.115Z
makyia.com,makyia,first,18718,18718,428,0,428,6,1995,2020,2004,34,F,,,,available,2026-05-30T06:09:37.115Z
yamilett.com,yamilett,first,18720,18720,428,0,428,6,1968,2020,2005,31,F,,,,available,2026-05-30T06:09:37.115Z
makinlee.com,makinlee,first,18735,18735,427,0,427,12,1999,2020,2013,39,F,,,,available,2026-05-30T06:09:37.115Z
diannia.com,diannia,first,18749,18749,426,0,426,0,1942,1972,1951,28,F,,,,available,2026-05-30T06:09:37.115Z
jeremaih.com,jeremaih,first,18753,18753,426,426,0,0,1962,2018,2006,25,M,,,,available,2026-05-30T06:09:37.115Z
tayonna.com,tayonna,first,18763,18763,426,0,426,5,1990,2020,2008,28,F,,,,available,2026-05-30T06:09:37.115Z
brylynn.com,brylynn,first,18773,18773,425,5,420,26,2003,2020,2013,37,F,,,,available,2026-05-30T06:09:37.115Z
sharnice.com,sharnice,first,18792,18792,425,0,425,0,1975,2004,1992,83,F,,,,available,2026-05-30T06:09:37.115Z
christohper.com,christohper,first,18801,18801,424,424,0,0,1966,2008,1983,30,M,,,,available,2026-05-30T06:09:37.115Z
keyontae.com,keyontae,first,18809,18809,424,411,13,16,1990,2020,2008,28,M,,,,available,2026-05-30T06:09:37.115Z
jackelyne.com,jackelyne,first,18829,18829,423,0,423,0,1985,2017,2000,24,F,,,,available,2026-05-30T06:09:37.115Z
jevonte.com,jevonte,first,18831,18831,423,423,0,0,1990,2019,1993,37,M,,,,available,2026-05-30T06:09:37.115Z
naziyah.com,naziyah,first,18837,18837,423,0,423,13,2001,2020,2008,49,F,,,,available,2026-05-30T06:09:37.115Z
zacariah.com,zacariah,first,18927,18927,420,415,5,11,1975,2020,2007,19,M,,,,available,2026-05-30T06:09:37.115Z
dayveon.com,dayveon,first,18935,18935,419,419,0,12,1989,2020,2009,27,M,,,,available,2026-05-30T06:09:37.115Z
jaiquan.com,jaiquan,first,18941,18941,419,419,0,5,1991,2020,2000,35,M,,,,available,2026-05-30T06:09:37.115Z
ladarious.com,ladarious,first,18996,18996,417,417,0,0,1985,2014,1997,29,M,,,,available,2026-05-30T06:09:37.115Z
jaivion.com,jaivion,first,19019,19019,416,416,0,6,1996,2020,2009,38,M,,,,available,2026-05-30T06:09:37.115Z
gaylynn.com,gaylynn,first,19045,19045,415,0,415,0,1944,1993,1961,28,F,,,,available,2026-05-30T06:09:37.115Z
ivyonna.com,ivyonna,first,19046,19046,415,0,415,20,2001,2020,2011,52,F,,,,available,2026-05-30T06:09:37.115Z
jaleigha.com,jaleigha,first,19047,19047,415,0,415,16,1995,2020,2012,32,F,,,,available,2026-05-30T06:09:37.115Z
nakyla.com,nakyla,first,19079,19079,414,0,414,6,1996,2020,2007,33,F,,,,available,2026-05-30T06:09:37.115Z
jaaziel.com,jaaziel,first,19144,19144,411,401,10,17,1996,2020,2012,34,M,,,,available,2026-05-30T06:09:37.115Z
erionna.com,erionna,first,19165,19165,410,0,410,8,1994,2020,2007,29,F,,,,available,2026-05-30T06:09:37.115Z
jhalil.com,jhalil,first,19171,19171,410,410,0,20,1988,2020,2017,26,M,,,,available,2026-05-30T06:09:37.115Z
julieana.com,julieana,first,19172,19172,410,0,410,5,1989,2020,2008,34,F,,,,available,2026-05-30T06:09:37.115Z
mckinleigh.com,mckinleigh,first,19177,19177,410,0,410,31,2001,2020,2018,42,F,,,,available,2026-05-30T06:09:37.115Z
malayia.com,malayia,first,19205,19205,409,0,409,11,1993,2020,2013,30,F,,,,available,2026-05-30T06:09:37.115Z
quinesha.com,quinesha,first,19212,19212,409,0,409,0,1978,2008,1992,33,F,,,,available,2026-05-30T06:09:37.115Z
kaidynce.com,kaidynce,first,19229,19229,408,18,390,13,2004,2020,2011,38,F,,,,available,2026-05-30T06:09:37.115Z
markeshia.com,markeshia,first,19233,19233,408,0,408,0,1979,2006,1992,40,F,,,,available,2026-05-30T06:09:37.115Z
tasheka.com,tasheka,first,19240,19240,408,0,408,0,1972,2001,1984,31,F,,,,available,2026-05-30T06:09:37.115Z
braeleigh.com,braeleigh,first,19248,19248,407,0,407,36,2005,2020,2016,37,F,,,,available,2026-05-30T06:09:37.115Z
jaevion.com,jaevion,first,19257,19257,407,407,0,14,2000,2020,2009,32,M,,,,available,2026-05-30T06:09:37.115Z
kadejah.com,kadejah,first,19259,19259,407,0,407,0,1992,2015,1994,134,F,,,,available,2026-05-30T06:09:37.115Z
trayveon.com,trayveon,first,19269,19269,407,407,0,5,1990,2020,2002,23,M,,,,available,2026-05-30T06:09:37.115Z
kynsleigh.com,kynsleigh,first,19289,19289,406,0,406,32,2008,2020,2018,56,F,,,,available,2026-05-30T06:09:37.115Z
tynlee.com,tynlee,first,19300,19300,406,0,406,25,2010,2020,2016,49,F,,,,available,2026-05-30T06:09:37.115Z
bernece.com,bernece,first,19308,19308,405,0,405,0,1902,1939,1921,24,F,,,,available,2026-05-30T06:09:37.115Z
daymien.com,daymien,first,19313,19313,405,405,0,10,1997,2020,2008,34,M,,,,available,2026-05-30T06:09:37.115Z
lavontae.com,lavontae,first,19326,19326,405,405,0,10,1991,2020,2007,23,M,,,,available,2026-05-30T06:09:37.115Z
dezeray.com,dezeray,first,19348,19348,404,0,404,0,1984,2015,1998,24,F,,,,available,2026-05-30T06:09:37.115Z
alahni.com,alahni,first,19428,19428,401,0,401,100,2003,2020,2020,100,F,,,,available,2026-05-30T06:09:37.115Z
jakayden.com,jakayden,first,19440,19440,401,401,0,32,2008,2020,2013,43,M,,,,available,2026-05-30T06:09:37.115Z
theordore.com,theordore,first,19458,19458,401,401,0,0,1913,1993,1920,13,M,,,,available,2026-05-30T06:09:37.115Z
jisselle.com,jisselle,first,19470,19470,400,0,400,7,1991,2020,2008,24,F,,,,available,2026-05-30T06:09:37.115Z
kahmari.com,kahmari,first,19472,19472,400,300,100,31,1997,2020,2009,25,M,,,,available,2026-05-30T06:09:37.115Z
jaquana.com,jaquana,first,19501,19501,399,0,399,0,1978,2005,1995,30,F,,,,available,2026-05-30T06:09:37.115Z
kamyia.com,kamyia,first,19532,19532,398,0,398,12,1992,2020,2011,30,F,,,,available,2026-05-30T06:09:37.115Z
kohlton.com,kohlton,first,19561,19561,397,397,0,0,1992,2018,2008,26,M,,,,available,2026-05-30T06:09:37.115Z
lakishia.com,lakishia,first,19563,19563,397,0,397,0,1972,1993,1977,44,F,,,,available,2026-05-30T06:09:37.115Z
stepahnie.com,stepahnie,first,19573,19573,397,0,397,0,1967,2000,1986,31,F,,,,available,2026-05-30T06:09:37.115Z
earnesteen.com,earnesteen,first,19586,19586,396,0,396,0,1914,1952,1930,23,F,,,,available,2026-05-30T06:09:37.115Z
ethelda.com,ethelda,first,19588,19588,396,0,396,0,1910,1962,1920,37,F,,,,available,2026-05-30T06:09:37.115Z
madasyn.com,madasyn,first,19594,19594,396,0,396,0,1995,2016,2006,29,F,,,,available,2026-05-30T06:09:37.115Z
tyjae.com,tyjae,first,19604,19604,396,196,200,15,1993,2020,2001,16,M,,,,available,2026-05-30T06:09:37.115Z
jacarri.com,jacarri,first,19616,19616,395,395,0,21,1989,2020,2011,28,M,,,,available,2026-05-30T06:09:37.115Z
eluterio.com,eluterio,first,19642,19642,394,394,0,0,1905,1992,1926,12,M,,,,available,2026-05-30T06:09:37.115Z
larwence.com,larwence,first,19656,19656,394,394,0,0,1927,1971,1955,26,M,,,,available,2026-05-30T06:09:37.115Z
dontaye.com,dontaye,first,19692,19692,392,392,0,0,1973,2019,1990,18,M,,,,available,2026-05-30T06:09:37.115Z
shylynn.com,shylynn,first,19710,19710,392,0,392,5,1988,2020,2004,27,F,,,,available,2026-05-30T06:09:37.115Z
timithy.com,timithy,first,19753,19753,391,391,0,0,1951,2005,1964,17,M,,,,available,2026-05-30T06:09:37.115Z
winferd.com,winferd,first,19778,19778,390,390,0,0,1915,1965,1929,22,M,,,,available,2026-05-30T06:09:37.115Z
jamarrion.com,jamarrion,first,19818,19818,388,388,0,6,2001,2020,2009,35,M,,,,available,2026-05-30T06:09:37.115Z
jamyiah.com,jamyiah,first,19820,19820,388,0,388,13,1998,2020,2011,30,F,,,,available,2026-05-30T06:09:37.115Z
osualdo.com,osualdo,first,19824,19824,388,388,0,0,1957,2007,1993,17,M,,,,available,2026-05-30T06:09:37.115Z
jamiracle.com,jamiracle,first,19903,19903,385,0,385,14,1994,2020,2006,26,F,,,,available,2026-05-30T06:09:37.115Z
taijah.com,taijah,first,19925,19925,385,0,385,0,1989,2015,2000,38,F,,,,available,2026-05-30T06:09:37.115Z
jermayne.com,jermayne,first,19945,19945,384,384,0,8,1972,2020,1972,17,M,,,,available,2026-05-30T06:09:37.115Z
jasimine.com,jasimine,first,19964,19964,383,0,383,0,1982,2006,1991,35,F,,,,available,2026-05-30T06:09:37.115Z
lavaun.com,lavaun,first,19972,19972,383,0,383,0,1911,1955,1921,21,F,,,,available,2026-05-30T06:09:37.115Z
jearldine.com,jearldine,first,19999,19999,382,0,382,0,1919,1961,1946,18,F,,,,available,2026-05-30T06:09:37.115Z
antionio.com,antionio,first,20012,20012,381,381,0,0,1966,2006,1976,18,M,,,,available,2026-05-30T06:09:37.115Z
kemauri.com,kemauri,first,20025,20025,381,325,56,7,2002,2020,2006,81,M,,,,available,2026-05-30T06:09:37.115Z
tadarius.com,tadarius,first,20038,20038,381,381,0,0,1986,2015,2001,25,M,,,,available,2026-05-30T06:09:37.115Z
cortlyn.com,cortlyn,first,20052,20052,380,15,365,9,1989,2020,2006,21,F,,,,available,2026-05-30T06:09:37.115Z
keyondra.com,keyondra,first,20119,20119,378,0,378,0,1981,2015,1994,29,F,,,,available,2026-05-30T06:09:37.115Z
talaysia.com,talaysia,first,20126,20126,378,0,378,15,1994,2020,2010,29,F,,,,available,2026-05-30T06:09:37.115Z
terrianna.com,terrianna,first,20127,20127,378,0,378,0,1991,2019,2003,24,F,,,,available,2026-05-30T06:09:37.115Z
aerianna.com,aerianna,first,20131,20131,377,0,377,0,1993,2019,2010,35,F,,,,available,2026-05-30T06:09:37.115Z
cadarius.com,cadarius,first,20136,20136,377,377,0,0,1987,2017,1996,27,M,,,,available,2026-05-30T06:09:37.115Z
bernetha.com,bernetha,first,20152,20152,376,0,376,0,1912,1971,1936,17,F,,,,available,2026-05-30T06:09:37.115Z
demarious.com,demarious,first,20159,20159,376,376,0,0,1986,2019,2010,25,M,,,,available,2026-05-30T06:09:37.115Z
jahki.com,jahki,first,20164,20164,376,376,0,18,1998,2020,2008,28,M,,,,available,2026-05-30T06:09:37.115Z
quintarius.com,quintarius,first,20171,20171,376,376,0,0,1982,2017,1997,25,M,,,,available,2026-05-30T06:09:37.115Z
rashawnda.com,rashawnda,first,20172,20172,376,0,376,0,1973,2000,1988,24,F,,,,available,2026-05-30T06:09:37.115Z
shaketa.com,shaketa,first,20192,20192,375,0,375,0,1972,1997,1984,31,F,,,,available,2026-05-30T06:09:37.115Z
artavius.com,artavius,first,20202,20202,374,374,0,0,1976,2015,1993,19,M,,,,available,2026-05-30T06:09:37.115Z
jaquavius.com,jaquavius,first,20207,20207,374,374,0,7,1990,2020,2000,32,M,,,,available,2026-05-30T06:09:37.115Z
myonna.com,myonna,first,20218,20218,374,0,374,10,1997,2020,2006,25,F,,,,available,2026-05-30T06:09:37.115Z
tahisha.com,tahisha,first,20261,20261,373,0,373,0,1970,1998,1977,39,F,,,,available,2026-05-30T06:09:37.115Z
makalyn.com,makalyn,first,20315,20315,371,0,371,0,1994,2017,2008,25,F,,,,available,2026-05-30T06:09:37.115Z
zayveon.com,zayveon,first,20330,20330,371,371,0,21,2000,2020,2014,30,M,,,,available,2026-05-30T06:09:37.115Z
dayshaun.com,dayshaun,first,20338,20338,370,370,0,0,1992,2016,2006,54,M,,,,available,2026-05-30T06:09:37.115Z
teshawn.com,teshawn,first,20358,20358,370,344,26,0,1976,2014,2006,26,M,,,,available,2026-05-30T06:09:37.115Z
delberta.com,delberta,first,20371,20371,369,0,369,0,1914,1976,1936,15,F,,,,available,2026-05-30T06:09:37.115Z
keirstyn.com,keirstyn,first,20375,20375,369,0,369,0,1990,2019,2008,27,F,,,,available,2026-05-30T06:09:37.115Z
deaunte.com,deaunte,first,20399,20399,368,368,0,0,1982,2019,1993,23,M,,,,available,2026-05-30T06:09:37.115Z
bernestine.com,bernestine,first,20419,20419,367,0,367,0,1924,1965,1953,19,F,,,,available,2026-05-30T06:09:37.115Z
tamikia.com,tamikia,first,20441,20441,367,0,367,0,1968,1997,1975,44,F,,,,available,2026-05-30T06:09:37.115Z
laveah.com,laveah,first,20465,20465,366,0,366,36,2007,2020,2018,40,F,,,,available,2026-05-30T06:09:37.115Z
moncerrat.com,moncerrat,first,20466,20466,366,0,366,0,1990,2016,2002,37,F,,,,available,2026-05-30T06:09:37.115Z
doneisha.com,doneisha,first,20486,20486,365,0,365,0,1976,2003,1993,29,F,,,,available,2026-05-30T06:09:37.115Z
roylene.com,roylene,first,20507,20507,365,0,365,0,1930,1971,1943,18,F,,,,available,2026-05-30T06:09:37.115Z
dametrius.com,dametrius,first,20525,20525,364,364,0,5,1977,2020,1994,19,M,,,,available,2026-05-30T06:09:37.115Z
dontarius.com,dontarius,first,20528,20528,364,364,0,5,1985,2020,1994,23,M,,,,available,2026-05-30T06:09:37.115Z
ronnisha.com,ronnisha,first,20551,20551,364,0,364,0,1980,2004,1989,29,F,,,,available,2026-05-30T06:09:37.115Z
treyveon.com,treyveon,first,20555,20555,364,364,0,0,1993,2019,2008,26,M,,,,available,2026-05-30T06:09:37.115Z
tyheem.com,tyheem,first,20557,20557,364,364,0,5,1980,2020,1997,23,M,,,,available,2026-05-30T06:09:37.115Z
jozelyn.com,jozelyn,first,20571,20571,363,0,363,8,1994,2020,2008,28,F,,,,available,2026-05-30T06:09:37.115Z
kashaun.com,kashaun,first,20572,20572,363,363,0,8,1985,2020,2000,19,M,,,,available,2026-05-30T06:09:37.115Z
ladarian.com,ladarian,first,20603,20603,362,362,0,5,1985,2020,2006,20,M,,,,available,2026-05-30T06:09:37.115Z
rosezella.com,rosezella,first,20613,20613,362,0,362,0,1910,1971,1921,18,F,,,,available,2026-05-30T06:09:37.115Z
arlyce.com,arlyce,first,20690,20690,359,0,359,0,1924,1958,1941,24,F,,,,available,2026-05-30T06:09:37.115Z
dontavis.com,dontavis,first,20693,20693,359,359,0,0,1981,2015,1991,23,M,,,,available,2026-05-30T06:09:37.115Z
tonesha.com,tonesha,first,20711,20711,359,0,359,0,1969,2005,1991,23,F,,,,available,2026-05-30T06:09:37.115Z
veroncia.com,veroncia,first,20712,20712,359,0,359,0,1959,1990,1971,20,F,,,,available,2026-05-30T06:09:37.115Z
alexzandrea.com,alexzandrea,first,20715,20715,358,0,358,0,1988,2013,1998,27,F,,,,available,2026-05-30T06:09:37.115Z
jaceion.com,jaceion,first,20727,20727,358,358,0,40,2012,2020,2016,61,M,,,,available,2026-05-30T06:09:37.115Z
rasheena.com,rasheena,first,20743,20743,358,0,358,0,1973,2000,1985,26,F,,,,available,2026-05-30T06:09:37.115Z
sanaii.com,sanaii,first,20748,20748,358,0,358,14,2001,2020,2007,34,F,,,,available,2026-05-30T06:09:37.115Z
daeshaun.com,daeshaun,first,20762,20762,357,357,0,6,1989,2020,2004,35,M,,,,available,2026-05-30T06:09:37.115Z
wyatte.com,wyatte,first+last,20787,20787,357,357,0,6,1927,2020,2011,37,M,125282,137,0.05,available,2026-05-30T06:09:37.115Z
zaylynn.com,zaylynn,first,20789,20789,357,37,320,48,2006,2020,2019,54,F,,,,available,2026-05-30T06:09:37.115Z
